County Name,FIPS Code,% < 9th,% No HS Diploma,% HS Grad or Equiv,"% Some College, No Degree",% Associates,% Bachelors,% Grad or Professional
"Luquillo Municipio, Puerto Rico",72089,10.769311945968763,7.598142676234698,26.018362178134236,12.937948501477416,7.555930772477838,10.38412832418742,3.2028281975517094
"Barranquitas Municipio, Puerto Rico",72019,11.93692923350549,8.068543284194686,25.768717720696376,12.388411943769881,5.735882614495331,9.248554913294797,2.7944043506515714
"Orocovis Municipio, Puerto Rico",72107,16.255820323199124,9.088834109376426,26.522413950515837,9.746188258924496,4.542134575002282,8.95645028759244,1.9538026111567606
"San Lorenzo Municipio, Puerto Rico",72129,14.988756494093927,6.159373465326062,21.031817829357184,13.244074543151802,8.984465868851611,11.321047326113366,3.4841944738814647
"Añasco Municipio, Puerto Rico",72011,16.036856446292845,8.124193317080167,24.064247812992974,10.78445432382045,9.024092929872365,9.350351355227305,2.3340025813853438
"Ceiba Municipio, Puerto Rico",72037,11.70125837555156,7.877104101977447,26.22977610720706,14.193495669227,6.406275535218173,9.642098382088577,3.1541101487171104
"Ciales Municipio, Puerto Rico",72039,15.630591630591631,8.571428571428571,23.007215007215006,11.982683982683982,8.894660894660895,8.894660894660895,1.1544011544011543
"Comerío Municipio, Puerto Rico",72045,16.952897459074016,8.25047705132068,25.429346188611028,12.242643366475846,6.5833082253690876,6.774128753640654,1.8780757256201666
"Isabela Municipio, Puerto Rico",72071,14.143233134783213,7.729602438010804,21.53576210924874,13.882347508888582,6.644502932077388,11.386618645241724,4.185713626079328
"Jayuya Municipio, Puerto Rico",72073,13.015623978557885,6.040400078446755,26.678433679806496,14.453814473426164,4.51068837026868,7.975420016996797,3.700071909524744
"Lares Municipio, Puerto Rico",72081,19.772336298085722,9.3554408696607,17.60550492295304,14.42114124666008,5.526884081841807,10.409575052157681,2.316899088613155
"Las Piedras Municipio, Puerto Rico",72085,9.897262959767861,6.723655660993908,23.195566360808304,16.28369016809139,7.518364572713251,10.414869422006118,3.929103599717669
"Río Grande Municipio, Puerto Rico",72119,10.520012362849638,7.127955493741307,26.062432390666046,12.013212795549375,8.876139700200897,11.091794158553546,3.424895688456189
"San Juan Municipio, Puerto Rico",72127,9.4118210152007,6.164744172689417,17.922129843657178,12.164220496028785,8.727944343869746,16.111785258783552,10.070076946683521
"Vega Alta Municipio, Puerto Rico",72143,11.412578714141336,10.414885070875119,21.169245121666798,12.329938583534169,8.142216693876493,9.106221980357097,4.576433698722434
"Vega Baja Municipio, Puerto Rico",72145,13.420024107827738,13.63005442524747,14.490265551375241,12.40457318186799,10.28235380063557,10.320707162946999,3.965007122767286
"Maricao Municipio, Puerto Rico",72093,21.375404530744333,14.514563106796116,25.40453074433657,5.533980582524272,4.449838187702265,6.003236245954692,1.7961165048543688
"Aibonito Municipio, Puerto Rico",72009,12.037654115294902,6.2687437520826395,28.698767077640785,12.52499166944352,5.76057980673109,10.209096967677441,3.7529156947684106
"Guayanilla Municipio, Puerto Rico",72059,12.04923894166922,7.784247624885075,21.427112064562266,11.354581673306772,9.347226478700582,12.56512411890898,3.018694452957401
"Juncos Municipio, Puerto Rico",72077,12.892907515615557,5.402478339713883,23.153838404191013,11.422022969977837,10.021660286117267,10.56064880112835,3.4681644166834578
"Lajas Municipio, Puerto Rico",72079,17.687188716360442,10.216381366927552,21.801364416356257,10.308458544343532,8.864520989411124,8.399949776085046,3.034361528481145
"Sabana Grande Municipio, Puerto Rico",72121,13.13426514188903,7.191867852604829,27.623888182973317,9.27149512918255,7.005506141465482,12.092333756882677,2.3761118170266835
"Adjuntas Municipio, Puerto Rico",72001,17.479082321187583,9.597840755735493,18.288798920377868,14.904183535762483,4.199730094466936,10.850202429149798,2.3913630229419702
"Camuy Municipio, Puerto Rico",72027,13.7752003886325,6.861792567403449,20.712897741073597,13.787345154238523,8.310055865921788,12.105295117804227,3.7314792324508135
"Guánica Municipio, Puerto Rico",72055,13.499163155768453,10.434581866451204,29.77434062445894,8.431927050268367,5.17689155653027,8.55312518035436,2.614416806140705
"Hormigueros Municipio, Puerto Rico",72067,13.293674881631661,6.7439601796770665,23.861842903969894,15.345392740075269,5.851645016389463,12.759499817894865,3.5267694548986284
"Manatí Municipio, Puerto Rico",72091,13.359538140277607,6.964746345657781,22.387913032796956,11.497359046800147,8.490357449944725,12.45547230070016,3.0241985014126027
"Naguabo Municipio, Puerto Rico",72103,13.579596749924766,7.6286488113150765,23.89407162202829,11.691242852843816,5.973517905507072,10.792205838098104,2.704634366536262
"Naranjito Municipio, Puerto Rico",72105,12.963726298433636,7.948612256114316,19.59672987084364,17.54602912888156,7.759686727122836,10.672574883209673,1.7690299532838694
"San Germán Municipio, Puerto Rico",72125,14.506482071834107,8.133709809636578,24.30701035309834,11.877220147554421,4.432704860794851,12.472295594620032,3.9955065731548105
"Utuado Municipio, Puerto Rico",72141,14.20437617928432,7.378595782713761,23.006388824522496,14.210996722830943,6.5212353934258,11.1489953325168,2.287397795358999
"Arecibo Municipio, Puerto Rico",72013,11.699609156895589,7.056393076493579,23.70965940815187,13.379117811278615,7.711892797319933,12.579564489112228,3.6828587381351205
"Arroyo Municipio, Puerto Rico",72015,10.219412019022913,7.522697795071336,32.01469952442715,10.170773886727194,6.25810635538262,9.192607003891052,1.3024210981409425
"Cataño Municipio, Puerto Rico",72033,11.420199257667512,8.661848017190858,23.0474702090252,13.42840398515335,7.142019925766752,10.103535846845087,4.004688415706193
"Florida Municipio, Puerto Rico",72054,8.813838550247118,5.963756177924218,30.55189456342669,15.56013179571664,7.891268533772652,7.9654036243822075,0.6836902800658979
"Hatillo Municipio, Puerto Rico",72065,14.71277270730636,7.296598174630289,16.618673434525842,10.95465859729611,11.630631070330422,13.390111767289763,4.775733320318219
"Humacao Municipio, Puerto Rico",72069,11.116997953814673,7.037415960245543,24.19796843028354,12.333747442268344,8.411283250511547,12.041435252850045,4.198333820520316
"Juana Díaz Municipio, Puerto Rico",72075,9.505338672005339,7.61594928261595,24.964547881214546,11.040206873540207,6.838088088088089,13.133967300633968,3.4013179846513175
"Morovis Municipio, Puerto Rico",72101,14.390435740128993,8.246028000629229,19.33616485763725,14.195375176970268,8.938178386031147,9.366053169734151,2.2809501337108697
"Mayagüez Municipio, Puerto Rico",72097,12.938516611191359,7.732211266721095,22.701752182377692,17.680085411040633,3.871129812221315,11.826917038246561,4.790554543741758
"Santa Isabel Municipio, Puerto Rico",72133,9.39265850945495,6.184649610678532,27.39043381535039,10.838709677419354,6.086763070077864,10.914349276974416,4.81868743047831
"Trujillo Alto Municipio, Puerto Rico",72139,7.986700826160799,4.13800051814963,18.993062552174788,14.66507383632229,8.055787443507297,17.355133999251564,7.238262471573735
"Quebradillas Municipio, Puerto Rico",72115,13.752647873553853,7.874368583998696,22.889848460159687,12.648688284177936,8.905002444190972,10.02118298843083,2.5256640052142743
"Guayama Municipio, Puerto Rico",72057,10.91429509889027,8.157567510499026,28.606620838514417,10.968256575088567,5.987377706871877,10.719564554348592,2.4235741266452386
"Moca Municipio, Puerto Rico",72099,16.48264146937042,7.7741798492408964,23.81887673850727,11.771419471281453,4.140566939165517,10.529249389531797,3.031107336235269
"Culebra Municipio, Puerto Rico",72049,17.001338688085678,9.437751004016064,27.443105756358772,7.9651941097724235,7.83132530120482,8.23293172690763,2.7443105756358768
"Gurabo Municipio, Puerto Rico",72063,9.582784551981986,6.130772825763691,19.50970811913158,11.17814504822195,8.032034668819305,15.641330670858647,7.494582996983473
"Salinas Municipio, Puerto Rico",72123,10.96822736755703,8.635726256027908,29.05708129552994,9.234241937138753,6.522110879305037,9.34026471493553,2.74975204350354
"Barceloneta Municipio, Puerto Rico",72017,11.776430866859211,6.960094374161005,24.911524224057274,11.914737826953587,9.034698775576617,10.812349997966074,2.4244396534190296
"Loíza Municipio, Puerto Rico",72087,10.373687688128625,8.193231040305411,29.296674252991707,11.133543792673079,9.015490786285882,7.48843697232215,1.736289552896263
"Yauco Municipio, Puerto Rico",72153,13.577224956764667,7.117201011041639,25.265398430224824,10.669149926832514,5.885326593055741,13.13289876280431,3.6903019821737395
"Guaynabo Municipio, Puerto Rico",72061,7.821709098520485,4.257874037434039,14.645324050103003,13.675872781553986,6.94369471098234,21.163782181926344,13.237416412369315
"Aguadilla Municipio, Puerto Rico",72005,13.364559778902407,8.720074656329636,22.231793546534583,12.212411614802052,5.286960267039948,12.887189978823447,4.4147733390761275
"Cabo Rojo Municipio, Puerto Rico",72023,13.045489281261313,8.896754213087721,20.39174677231227,12.013835820295219,6.636367292764349,14.505490085669468,4.307605679121586
"Fajardo Municipio, Puerto Rico",72053,8.444444444444445,6.814814814814815,25.690098261526835,14.273620559334846,6.545729402872261,13.24565381708239,3.3136810279667426
"Las Marías Municipio, Puerto Rico",72083,22.774397115167908,8.891142663962137,25.580347081361282,5.8147396889790395,3.4257381113364884,10.029299075952219,1.679062429569529
"Patillas Municipio, Puerto Rico",72109,14.502785750464293,7.203556756148348,23.321514998030278,15.144352524058755,7.670662389554843,9.145140413078957,2.6450559963982214
"Rincón Municipio, Puerto Rico",72117,14.980035797879665,9.562164394878149,20.57001239157373,8.412501721051907,9.748038000826105,13.548120611317637,4.068566707971912
"Villalba Municipio, Puerto Rico",72149,12.435014159516463,6.361215605055159,25.394141764233485,12.392746946193837,6.276681178409907,10.921847922566466,2.7769559152965044
"Aguas Buenas Municipio, Puerto Rico",72007,15.37143921057531,7.894246881400112,23.187488363433253,13.636194377210947,6.438279649972073,9.655557624278533,2.226773412772296
"Bayamón Municipio, Puerto Rico",72021,9.1308174366696,6.136872130382686,19.92375963608216,16.571410393714146,7.795285609763856,15.35198871769858,5.418473708208298
"Carolina Municipio, Puerto Rico",72031,7.556097078251405,4.8099997526038445,20.347096806115633,15.673164939016848,9.0095494916009,16.32814626060711,6.17748200192969
"Cayey Municipio, Puerto Rico",72035,14.049877836719421,5.727366775989963,23.03493209482512,12.205322356980917,6.984217824833264,12.936100900266338,4.547555633818318
"Monroe County, Alabama",01099,5.113819268797425,8.148999770062083,35.48861807312026,12.97769602207404,5.739250402391354,5.697861577374109,3.5134513681306045
"Lawrence County, Alabama",01079,5.374309060322037,11.475606825282384,31.759192501802453,16.10790675318433,5.686733958183129,5.611631819274213,2.2290314828166307
"Lee County, Alabama",01081,2.218433303319987,5.0147831695370915,18.315165680057728,24.71311710952317,5.461790455755857,13.594768737587565,9.072970746566027
"Marion County, Alabama",01093,5.67236675760197,10.020626788209462,27.520127753010847,19.259431765253844,6.700379266750948,6.05828731119835,3.6396300485727595
"Pickens County, Alabama",01107,4.749628160634606,11.313832424392663,29.657907783837384,19.231531978185423,5.706494794248885,6.4105106593951415,2.1764997521070897
"Sumter County, Alabama",01119,4.004891470498319,9.88229899113421,26.268725160501376,23.10455518190156,5.166615713848976,7.0467746866401715,4.81504127178233
"Jefferson County, Alabama",01073,2.1881539441361113,6.125921208261305,20.931064810602614,19.177812149334304,5.792466563551997,14.179176902314014,8.52909956631183
"Choctaw County, Alabama",01023,4.981801637852593,11.502881407340006,31.0888686684865,16.636336063087658,6.831968456172278,5.747649378222627,2.6918410676372457
"Franklin County, Alabama",01059,8.001396515060145,9.172564826863871,27.752562922525154,15.894880502745421,5.405148062335354,5.7542768273716955,3.3516361443488747
"Marengo County, Alabama",01091,4.35090918300157,8.813250265917034,30.132198753988753,16.740110418882644,6.295902345134985,6.782150635668338,3.9203768424251635
"Russell County, Alabama",01113,4.107387140902873,9.237346101231191,24.145006839945278,19.700752393980846,6.332079343365253,7.281121751025991,4.2168262653898765
"Cherokee County, Alabama",01019,5.221427190098627,10.988203442274221,30.4970025140205,17.404757300328757,6.219299941984143,5.244633533165731,4.281570295880874
"Covington County, Alabama",01039,4.888189983741571,8.848849916042537,28.289666568938404,17.535115541458996,7.29497054825555,7.5108611636770695,3.6221647698499426
"Crenshaw County, Alabama",01041,5.719024953122746,10.298572046733016,29.64806000288475,15.35410356267128,5.019472090004327,8.308091735179577,3.0506274340112505
"Dallas County, Alabama",01047,3.2069684701263643,10.749601275917065,27.537725432462274,17.727886148938783,6.4262053735737945,5.6287572077045755,3.9946018893387314
"Lauderdale County, Alabama",01077,3.27033156928394,7.693055405551355,26.73398855167945,21.298196349497786,4.695971487201642,10.084242358786046,5.971487201641646
"Lowndes County, Alabama",01085,4.487550665894615,14.109245319436404,28.015827060413045,15.672650067554525,5.23065045358039,6.639644856205367,2.895193977996526
"Macon County, Alabama",01087,3.1149912181010433,9.665254675069738,23.091228432689327,28.80462857733237,3.884698832524021,7.490443227606159,5.909701415435479
"Limestone County, Alabama",01083,4.5106058127487865,8.364687278477561,23.456022683897704,17.076176454550414,5.880364251049675,11.988658051147826,5.544468073504554
"Shelby County, Alabama",01117,1.7784506590137072,4.5960876001935596,16.516306456944918,18.29811087528327,5.173892420983035,19.69231653738723,9.751773899128501
"St. Clair County, Alabama",01115,3.454225473618827,8.778770834052246,28.75185479140067,18.164878015114393,6.355176737177497,7.5917043376237965,3.8292096575681245
"Winston County, Alabama",01133,5.978805073431242,12.37483311081442,28.42540053404539,16.28421228304406,6.429405874499332,5.8870160213618155,3.6548731642189587
"Baldwin County, Alabama",01003,1.85926435877262,6.540125885129819,22.06186073957514,17.802911093627067,7.30674665617624,15.00786782061369,7.293469708890638
"Cullman County, Alabama",01043,4.600810251765541,9.474560297663489,27.677074281238145,17.025078638483286,8.005825979462198,7.01810215047183,3.730585168231277
"Elmore County, Alabama",01051,2.9584264529750954,7.891195100569213,27.086394448628827,16.61830618972947,6.637938485473335,10.43351566262085,5.809430910370544
"Houston County, Alabama",01069,3.117916010296999,8.263534022361393,24.708956084066546,18.83332692972682,6.738194951396627,9.464210243208976,5.296422945402851
"Jackson County, Alabama",01071,4.674540381454726,9.924320605435156,32.07392118640829,15.334632878492528,6.818789894125292,6.220616901731453,3.3711730306157555
"Talladega County, Alabama",01121,4.734942142221343,10.423054099495598,27.68890317476016,19.115319948570864,6.443477400850559,6.049104935219068,3.691524082682227
"Tuscaloosa County, Alabama",01125,2.0359644660118184,6.622510077094666,22.602531992329666,23.03105310531053,4.918698391578288,12.553320549446248,7.228603295112119
"Washington County, Alabama",01129,3.7680640152872327,10.091962259644093,33.88868983637884,14.79756359727696,7.183805087782156,4.741430789442255,2.7051236116087423
"Clay County, Alabama",01027,9.05497128365779,11.098679794137391,26.888938614156782,17.461027821287388,6.79495785783546,4.348474677407324,3.043186395166704
"Coffee County, Alabama",01031,3.399056252814599,8.28813658880426,22.442386388111135,18.258179468603764,7.773187398429698,10.686664186556499,5.423609343488732
"Morgan County, Alabama",01103,4.823887811878446,8.767424490378241,23.66961236016348,18.714804837315473,6.293377644620122,10.182364443549268,4.500784679036901
"Pike County, Alabama",01109,2.6316580046264306,9.021539940517318,23.8801934689218,24.05443566557515,4.3891008501817526,10.48457355724457,5.849130291104635
"Chilton County, Alabama",01021,4.154776851957539,9.537724004109121,33.016778906517516,13.902522543088688,4.7985389795685425,6.681885629494349,3.8237644104554276
"Colbert County, Alabama",01033,3.6281803986405805,8.895012400110224,26.76035638835308,19.83099109029117,5.862037292183338,8.364103977220537,5.151097639386424
"Coosa County, Alabama",01037,5.632131446827932,13.345504335919673,31.884984025559106,18.78594249201278,4.701049748973072,5.696029210406207,2.565038795070744
"Dale County, Alabama",01045,3.4114145729151906,7.24799060595631,25.33557386674225,21.559735185147694,7.02123782722248,8.055797380195575,3.8669447087643998
"Hale County, Alabama",01065,3.5278426142047348,10.816938979659886,33.04434811603868,14.851617205735245,4.594864954984995,6.848949649883294,3.041013671223741
"Etowah County, Alabama",01055,3.9667610440988246,9.214404840398712,25.25986114881899,21.151533956482954,6.394717449482217,7.6038474964123655,4.55338789124617
"DeKalb County, Alabama",01049,8.045621822063657,11.284658819563447,25.628564204848725,14.841138298171193,6.625558333567436,5.330505379666826,3.6014270865522375
"Escambia County, Alabama",01053,4.547991813083119,11.304856330241089,32.875255841152544,14.850748252305893,5.560724063687834,5.395922490098616,3.184391696127163
"Lamar County, Alabama",01075,5.926824049639826,10.576991655374082,28.57856073033307,17.759075672205977,5.434705085229298,6.582982668853862,3.1167534412666713
"Randolph County, Alabama",01111,6.151797603195739,10.337328007101643,28.885929871282734,15.805592543275631,6.293830448291167,6.750998668442078,3.8348868175765647
"Butler County, Alabama",01013,4.541389247739243,10.285203219715791,30.741329623372753,14.776905495379111,5.624565238994336,6.797177779986089,4.526483156116466
"Mobile County, Alabama",01097,2.5844258654978662,8.280878917186383,24.97393369504354,18.38374427989419,5.927429476163812,10.744627444922864,5.242947616381224
"Conecuh County, Alabama",01035,5.162463435844731,10.917859119297969,37.85279468732706,13.732310854613013,4.150525733259546,3.802672147995889,2.4507866234484936
"Perry County, Alabama",01105,3.791322314049587,11.25,31.053719008264462,18.119834710743802,3.2334710743801653,5.382231404958677,4.948347107438016
"Walker County, Alabama",01127,5.438415451199039,9.686263033868807,28.974078580559702,19.250850955688698,6.476504381844225,4.828499699662698,3.074221818349839
"Cleburne County, Alabama",01029,5.221233014257982,12.97275587388714,29.292455987683248,17.363946716647703,3.1595153624740613,5.656335765446148,3.186290916393333
"Greene County, Alabama",01063,5.695534981835228,12.387202625102542,30.04804875190437,15.867807336224072,4.7931559826555725,5.707254189616782,2.074299777335052
"Barbour County, Alabama",01005,6.335636044425785,14.823861684668524,28.63249494294111,15.121560245792146,5.305141025151712,5.602839586275333,3.13346818823709
"Bibb County, Alabama",01007,4.371124889282551,10.093002657218777,33.67139061116032,17.732506643046943,3.733392382639504,5.876882196634189,3.58281665190434
"Bullock County, Alabama",01011,3.168543615193739,18.76312273334606,30.578354647833557,13.16090857033785,4.113380416109945,4.724184004581027,4.819622065279634
"Calhoun County, Alabama",01015,3.5264483627204033,9.373566352454404,24.918850138928562,21.926476061872982,5.426437109939668,7.596492594804678,5.219559064114883
"Chambers County, Alabama",01017,4.395928603038796,10.098834636377047,30.910163740964748,17.91119634164331,5.6734031568077885,6.573240890986871,3.029945419678419
"Clarke County, Alabama",01025,3.90253807106599,9.900507614213199,35.63045685279188,14.046700507614213,5.023350253807107,5.973604060913706,3.130964467005076
"Fayette County, Alabama",01057,5.144984090772648,10.590142282523864,29.11088431290148,17.32604910848292,5.697304436573212,7.324248063877049,3.2058593984511017
"Montgomery County, Alabama",01101,3.1529587883057415,8.132705177879535,20.15190207819655,18.16704825642832,4.559704121169426,13.417136315604086,8.664142303628038
"Marshall County, Alabama",01095,5.9479828579872915,9.11038865080538,23.92281872110452,17.738394308514007,6.1664801874643755,8.167789060355929,4.089172243450358
"Blount County, Alabama",01009,5.06355454592748,10.163525066329097,24.660551095080375,17.875041184733035,9.501101149704336,6.145629216016093,3.0676123259403125
"Henry County, Alabama",01067,5.078901227352425,9.573348918760958,27.521917007597896,18.462887200467563,6.0900058445353595,6.57510227936879,5.768556399766219
"Madison County, Alabama",01089,2.1332736903794594,5.173365646224799,17.25672611143984,18.325769436572266,6.193430026641149,18.081157828279252,10.49819797119585
"Autauga County, Alabama",01001,2.016861690529835,7.605930663565666,25.966640017443126,16.90348135765681,5.492768369794317,10.28962860673014,7.178937422777818
"Tallapoosa County, Alabama",01123,3.4694278143095496,11.998233388948867,27.31867700461282,16.52762783393856,6.362253410540779,8.779075473549906,4.259495534399843
"Geneva County, Alabama",01061,5.415474936022881,10.943850669878067,28.240252897787144,18.372723167243716,6.75146771037182,5.550955893421647,2.5252145115158813
"Wilcox County, Alabama",01131,4.176206612327136,11.18234270537595,32.63119333272277,15.04716549134536,4.047989742650426,5.522483743932594,2.655920871874714
"Kodiak Island Borough, Alaska",02150,4.007841428882596,5.09692877368765,22.63123502504901,20.678138386698613,5.467218470921368,10.157554635881798,5.699557104479779
"Denali Borough, Alaska",02068,0.26052974381241856,3.430308293530178,24.96743378202345,21.189752496743377,4.472427268779852,21.841076856274423,9.72644376899696
"Valdez-Cordova Census Area, Alaska",02261,1.048839919482996,2.4366988028392838,24.038563407140586,20.42589257336582,5.985803580887806,15.976268672528871,6.4837376840767025
"Kenai Peninsula Borough, Alaska",02122,1.392315522506513,5.12068459826435,24.65968496057694,22.021704249409087,6.718310588154104,11.05743517192595,6.0523455426925
"Aleutians West Census Area, Alaska",02016,3.751728907330567,5.72268326417704,33.57538035961272,21.939834024896264,5.359612724757953,9.906639004149378,2.7489626556016598
"Bristol Bay Borough, Alaska",02060,2.8353326063249726,3.4896401308615053,27.917121046892042,23.227917121046893,5.2344601962922575,10.905125408942203,3.598691384950927
"Northwest Arctic Borough, Alaska",02188,3.7070641607258583,9.436163318211277,31.36746597537265,11.885936487362281,2.657161373946857,4.057031756318859,1.9701879455605962
"Bethel Census Area, Alaska",02050,5.034248482485939,9.762209723227711,28.65734810937239,11.644484045219135,2.299938742551651,4.304727961240742,2.6396391379406356
"North Slope Borough, Alaska",02185,2.7467459260018448,6.426155580608793,30.73690683611766,19.17597622219945,4.8478015783540025,7.54330224454238,2.951726965255714
"Sitka City and Borough, Alaska",02220,1.1691259931895575,4.597048808172531,21.384790011350738,19.4211123723042,7.0601589103291715,14.56299659477866,9.364358683314416
"Fairbanks North Star Borough, Alaska",02090,0.9617018724195501,3.5498995311453454,17.839469764373046,25.267167178174766,6.703921784246883,13.863702252301788,7.668622726954643
"Ketchikan Gateway Borough, Alaska",02130,1.4186977082575483,5.667515460167333,24.57620953073845,23.37577300836668,5.340123681338669,11.764277919243362,5.536558748635867
"Matanuska-Susitna Borough, Alaska",02170,1.304197359964404,5.486725663716814,24.52365649873931,21.711573639195137,6.356849755277599,8.96326692045286,4.404014436149701
"Yakutat City and Borough, Alaska",02282,1.1730205278592376,5.425219941348973,34.01759530791789,21.407624633431084,2.1994134897360706,12.023460410557185,1.906158357771261
"Nome Census Area, Alaska",02180,2.6243793697436417,7.5286249873340765,30.134765427094944,15.330833924409767,2.1076096868983685,5.51220995034958,2.289998986726112
"Dillingham Census Area, Alaska",02070,4.101326899879373,6.614394853236831,27.543224768797746,17.450743868114195,2.7945315641334942,6.15199034981906,4.302372336147969
"Haines Borough, Alaska",02100,1.1430823807646828,1.4189988175009853,26.093811588490347,21.63973196689003,4.375246353961372,15.963736696886086,9.657075285770595
"Juneau City and Borough, Alaska",02110,0.9342048467657396,3.188012579391996,17.762224825800086,22.43016587531603,5.321576123820682,18.677930566689277,9.810692483196645
"Lake and Peninsula Borough, Alaska",02164,3.7663335895465027,5.995388162951576,33.28209069946195,16.679477325134513,1.8447348193697155,5.764796310530361,4.611837048424289
"Southeast Fairbanks Census Area, Alaska",02240,2.235447815357817,4.819277108433735,24.69153723327043,22.36899404848309,5.777326172158514,6.924081869647264,6.154739439686456
"Yukon-Koyukuk Census Area, Alaska",02290,3.79607555474051,7.775536401980561,31.542270309921143,18.063451311204844,2.9158261507427103,4.786356134238034,3.209242618741977
"Anchorage Municipality, Alaska",02020,1.8854891441026072,3.77936122055495,19.074859585883143,21.286277139743483,6.038393830161791,14.987677089445889,8.181071338754297
"Aleutians East Borough, Alaska",02013,5.422408627920911,7.639304973037747,36.369083283403235,21.959257040143797,5.751947273816657,6.5907729179149195,2.9059316956261236
"Prince of Wales-Hyder Census Area, Alaska",02198,1.4212884288583347,6.581183377104898,30.186930325969414,22.16900973273598,4.032133477522015,7.693496060559246,4.171172562953808
"Wrangell City and Borough, Alaska",02275,1.9797979797979797,7.434343434343435,29.373737373737374,20.606060606060606,6.1010101010101,10.141414141414142,4.929292929292929
"Hoonah-Angoon Census Area, Alaska",02105,2.3765144454799625,6.3373718546132345,32.66542404473439,20.829450139794968,4.659832246039143,11.556383970177073,5.265610438024231
"Skagway Municipality, Alaska",02230,3.5645472061657033,2.8901734104046244,21.67630057803468,25.91522157996146,6.454720616570328,20.23121387283237,6.165703275529865
"Petersburg Borough, Alaska",02195,1.8625954198473282,6.106870229007633,27.633587786259543,18.83969465648855,5.129770992366412,13.374045801526718,4.519083969465649
"Kusilvak Census Area, Alaska",02158,3.7643006519867144,10.837741419608808,31.92274572518145,10.259564522081437,1.0825439783491204,1.513101242465248,0.8980194365850658
"Pima County, Arizona",04019,3.266991443097442,6.306235647903166,18.4526888371091,22.051571743854844,6.360045152329545,12.960148204480088,8.928009435526384
"Maricopa County, Arizona",04013,4.1409928670453935,5.839271847125052,18.004447598496547,19.633204275489284,6.06129080464666,13.944239214477388,7.569315950110468
"Gila County, Arizona",04007,3.0689622730266253,9.690469470317058,22.57597139900273,23.5958227490827,6.645968576535892,8.734594035186753,5.321290808166338
"Graham County, Arizona",04009,3.2785145888594167,7.891246684350133,22.580901856763926,23.28912466843501,6.618037135278515,5.79840848806366,3.1220159151193636
"Santa Cruz County, Arizona",04023,7.396781569524139,10.324000172569999,18.89857198326071,17.220328745847535,3.8094827214288793,10.045731049657016,4.3466068424004485
"Cochise County, Arizona",04003,4.031110689557052,6.462423725062442,19.236302127794115,23.09826425116191,8.257453602706377,10.577318283853426,6.159695216415315
"La Paz County, Arizona",04012,7.696439908189675,12.20881965131611,30.487864433266594,19.890608975924206,4.536797382429067,5.650241734629096,2.935000244176393
"Mohave County, Arizona",04015,3.717310482629915,9.570523374256807,29.514731961835157,23.410897401449013,6.091132487505558,6.134124118793694,3.3406451675940807
"Apache County, Arizona",04001,6.670204742884277,9.132426468534398,23.80799419010642,20.3527834418033,4.547359012318092,4.716348705343426,2.3658557023546827
